city,month,n_bathrooms,n_bedrooms,price,total_area,url,year,floor_number,living_area,monthly_syndicate_price,neighborhood,type,bool_elevator,bool_balcony,bool_heating,bool_air_conditioning,bool_concierge,bool_equipped_kitchen,bool_furniture,bool_parking,bool_security,bool_terrace
Marrakech,11,2,3,1350000,108,https://www.avito.ma/fr/guéliz/appartements/JOLI_DUPLEX_A_GUELIZ__55762425.htm,2024,0,108,,Guéliz,duplex/triplex,0,0,0,1,1,1,0,1,1,0
Marrakech,11,1,1,1100000,86,https://www.avito.ma/fr/guéliz/appartements/Appartement_à_vendre_86_m²_à_GUELIZ_Marrakech_55752187.htm,2024,2,73,300,Guéliz,apartment,1,1,0,1,1,1,0,1,1,0
Mehdia,11,1,1,,41,https://www.avito.ma/fr/mehdia/appartements/Appartement_à_vendre_41_m²_à_Mehdia_55751065.htm,2024,2,41,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Mehdia,11,2,2,,,https://www.avito.ma/fr/mehdia/appartements/Appartement_à_vendre_86_m²_à_Mehdia_55751104.htm,2024,3,86,,Toute la ville,apartment,1,1,1,1,1,1,0,1,1,1
Mehdia,11,2,2,,,https://www.avito.ma/fr/mehdia/appartements/Appartement_à_vendre_98_m²_à_Mehdia_55751123.htm,2024,3,98,,Toute la ville,apartment,1,1,1,1,1,1,0,1,1,1
Meknès,11,3,3,,,https://www.avito.ma/fr/el_bassatine/appartements/Appartement_à_vendre_à_Meknès_55774737.htm,2024,1,100,,El Bassatine,apartment,1,0,0,0,1,1,0,1,1,1
Salé,11,1,2,639200,68,https://www.avito.ma/fr/cherkaoui___marzouka/appartements/Appartement_à_vendre_68_m²_à_Salé_52920721.htm,2024,0,68,150,Cherkaoui - Marzouka,apartment,0,0,0,1,1,1,0,1,1,0
Mehdia,11,1,2,,75,https://www.avito.ma/fr/mehdia/appartements/Appartement_à_vendre_75_m²_à_Mehdia_55751042.htm,2024,3,75,,Toute la ville,apartment,1,1,1,1,1,1,0,1,1,1
Marrakech,11,1,1,807300,47,https://www.avito.ma/fr/guéliz/appartements/Appartement_neuf_piscine_rooftop_Marrakech__55774684.htm,2024,4,47,400,Guéliz,apartment,1,1,0,1,1,1,0,0,1,0
Mediouna,11,1,2,270000,,https://www.avito.ma/fr/mediouna/appartements/appartement_à_vendre_a_Mediouna_55743101.htm,2024,2,70,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Casablanca,11,2,2,1555000,132,https://www.avito.ma/fr/anfa/appartements/Très_bel_Apt_132m²_Sécurisé_Mosquée_Badr_Terrasse_55556989.htm,2024,1,132,,Anfa,apartment,1,1,0,0,0,0,0,1,1,1
Casablanca,11,1,1,1400000,58,https://www.avito.ma/fr/racine/appartements/Superbe_appartement_58m2_Quartier_Racine_55686625.htm,2024,2,58,,Racine,apartment,1,0,1,1,0,1,0,1,1,0
Casablanca,11,2,3,2800000,190,https://www.avito.ma/fr/casablanca_finance_city/appartements/Très_bel_apt_Très_sécurisé_bd_Ghandi_190M_Terrasse_55666609.htm,2024,1,190,,Casablanca Finance City,apartment,1,0,0,0,1,0,0,1,1,1
Agadir,11,2,2,,86,https://www.avito.ma/fr/hay_massira/appartements/Appartement_à_vendre_86_m²_à_Agadir_55656417.htm,2024,1,86,,Hay Massira,apartment,1,0,0,0,0,1,0,1,1,1
Rabat,11,2,3,2800000,,https://www.avito.ma/fr/hay_riad/appartements/Vente_appartement_Prestigia_Rabat_52745307.htm,2024,4,116,,Hay Riad,apartment,1,1,0,0,0,1,0,1,1,0
Kénitra,11,2,2,620000,90,https://www.avito.ma/fr/seyad/appartements/Appartement_à_vendre_90_m²_à_Kénitra_55033367.htm,2024,1,76,,Seyad,apartment,0,0,0,1,0,1,0,0,0,1
Mohammedia,11,1,1,930000,57,https://www.avito.ma/fr/mimosas/appartements/Studio_à_vendre_à_rock_island_à_ne_pas_rater_55750914.htm,2024,0,57,500,Mimosas,studio,1,1,1,1,1,1,1,1,1,1
Casablanca,11,2,2,920000,93,https://www.avito.ma/fr/belvédère/appartements/appartement_propre_sans_vis_à_vis__53830113.htm,2024,3,91,200,Belvédère,apartment,1,0,0,1,1,1,0,1,1,0
Saidia,11,1,2,,,https://www.avito.ma/fr/saidia/appartements/Appartement_a_3_minutes_à_pied_de_la_plage_avendr__38888719.htm,2024,,,,Toute la ville,apartment,0,0,0,0,0,1,0,0,0,0
Agadir,11,1,2,2360000,136,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_80_m²_à_TAMRAGHT_55762334.htm,2024,4,80,,Autre secteur,apartment,1,0,0,1,1,1,1,1,1,1
Marrakech,11,2,2,900000,72,https://www.avito.ma/fr/hay_izdihar/appartements/Appartement_à_vendre_72_m²_à_Marrakech_55774696.htm,2024,3,72,,Hay Izdihar,apartment,1,1,1,0,1,0,0,0,0,1
Dar Bouazza,11,3,3,2100000,178,https://www.avito.ma/fr/dar_bouazza/appartements/Très_bel_appartement_ds_une_résidence_fermée__53115147.htm,2024,2,155,500,Toute la ville,apartment,1,1,0,1,0,1,0,1,1,0
Martil,11,1,3,580000,74,https://www.avito.ma/fr/martil/appartements/شقق_عصرية_بجودة_عالية_74_متر_58_مليون_التصريح_كلي__52926668.htm,2024,1,74,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Casablanca,11,2,4,1050000,160,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_à_vendre_140_m²_à_Casablanca_54490284.htm,2024,1,140,200,Ain Sebaa,apartment,0,0,0,0,0,0,0,0,0,0
Agadir,11,2,2,920000,87,https://www.avito.ma/fr/hay_dakhla/appartements/appartement_à_vendre__55567859.htm,2024,3,87,,Hay Dakhla,apartment,0,0,0,0,0,1,0,1,1,0
Agadir,11,2,3,1368000,114,https://www.avito.ma/fr/el_houda/appartements/appartement__55550436.htm,2024,1,114,,El Houda,apartment,1,0,0,0,1,1,0,1,0,0
Salé,11,1,3,,108,https://www.avito.ma/fr/salé/appartements/Appartement_108_m²_à_Salé_55338756.htm,2024,2,108,,Toute la ville,apartment,1,1,0,1,1,1,0,1,0,0
Marrakech,11,2,3,830000,102,https://www.avito.ma/fr/autre_secteur/appartements/App_avec_garage_102_m²_à_Marrakech_2_faç_55040221.htm,2024,0,102,,Autre secteur,apartment,0,0,0,1,0,1,0,0,0,1
El Jadida,11,2,3,595000,110,https://www.avito.ma/fr/corniche/appartements/Hay_AL_Manar__Chou9a_108m2_chouka__55491704.htm,2024,1,108,,Corniche,apartment,0,0,0,0,0,0,0,0,0,0
Temara,11,2,3,900000,85,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_85m²_et_120m²_à_Temara_55682250.htm,2024,1,85,,Autre secteur,apartment,0,1,0,0,0,0,0,0,0,1
Casablanca,11,2,2,1100000,97,https://www.avito.ma/fr/belvédère/appartements/Appartement_97_m²_à_Belvedere_53949189.htm,2024,1,97,200,Belvédère,apartment,1,1,0,0,1,1,0,1,1,1
Casablanca,11,2,2,1480000,100,https://www.avito.ma/fr/maarif/appartements/Appartement_face_complexe_Med_5_55646713.htm,2024,,100,,Maarif,apartment,1,1,1,1,1,1,0,0,1,0
Casablanca,11,2,2,1450000,112,https://www.avito.ma/fr/2_mars/appartements/Appart_112m_Finition_Moderne_Résidence_Sécurisé__55523044.htm,2024,2,112,,2 Mars,apartment,1,1,1,1,1,1,0,1,1,0
Casablanca,11,2,3,2800000,190,https://www.avito.ma/fr/les_princesses/appartements/Apt_Haut_standing_sécurisé_bd_Ghandi_190m_Terrasse_55666440.htm,2024,1,190,,Les Princesses,apartment,1,0,0,0,1,0,0,1,1,1
Casablanca,11,2,2,1478000,84,https://www.avito.ma/fr/franceville/appartements/Appartement_à_vendre_84_m²_à_Casablanca_55021228.htm,2024,2,84,,Franceville,apartment,1,1,1,1,1,1,0,1,1,1
Temara,11,2,3,970000,106,https://www.avito.ma/fr/skikina/appartements/Appartement_à_vendre_106_m²_à_Temara_55316081.htm,2024,1,106,50,Skikina,apartment,0,1,0,0,0,1,0,1,0,1
Martil,11,1,2,400000,56,https://www.avito.ma/fr/martil/appartements/شقة_مفروشة_للبيع_55735504.htm,2024,3,56,100,Toute la ville,apartment,0,0,0,0,1,1,1,1,1,0
Casablanca,11,1,2,1390000,105,https://www.avito.ma/fr/bachkou/appartements/CMN_MA_1342___Appartement_à_vendre_à_Bachkou_54603815.htm,2024,5,105,200,Bachkou,apartment,1,1,0,0,0,0,0,0,0,1
Marrakech,11,1,1,1375000,55,https://www.avito.ma/fr/guéliz/appartements/Studio_En_5ème_Étage_En_plein_gueliz_55770292.htm,2024,5,55,,Guéliz,studio,0,0,0,0,0,0,0,0,0,0
Casablanca,11,1,2,340000,54,https://www.avito.ma/fr/hay_hassani/appartements/Apt_Propre__Rez_de_chaussée_سفلية__Café_Twin_Azhar_54885835.htm,2024,0,54,,Hay Hassani,apartment,0,0,0,0,0,0,0,0,1,0
Marrakech,11,1,2,720000,75,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_75_m²_à_Marrakech_55643174.htm,2024,1,75,,Autre secteur,apartment,0,0,0,0,0,0,0,0,0,0
Sidi Rahal,11,1,2,1000000,,https://www.avito.ma/fr/sidi_rahal/appartements/Appartement_à_vendre_85_m²_à_ola_blanca__55763857.htm,2024,0,85,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Bouskoura,11,2,4,1250000,128,https://www.avito.ma/fr/bouskoura_centre/appartements/appartement_de_luxe_55658497.htm,2024,1,108,300,Bouskoura centre,apartment,1,1,0,0,1,1,1,1,1,1
Agadir,11,1,2,575000,,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_2CH_à_DCHEIRA_FADISSA_55762220.htm,2024,2,64,,Autre secteur,apartment,0,1,0,0,1,1,0,1,1,1
Saidia,11,2,2,,120,https://www.avito.ma/fr/saidia/appartements/Appartement_de_120_m2_à_Saidia_vue_sur_mer_34864803.htm,2024,1,120,,Toute la ville,apartment,0,1,0,0,0,0,0,0,0,1
Casablanca,11,2,3,2970000,139,https://www.avito.ma/fr/anfa/appartements/Appartement_à_vendre_128_m²_à_Casablanca_55679737.htm,2024,2,128,,Anfa,apartment,1,1,0,0,0,1,0,1,1,0
Martil,11,2,2,540000,63,https://www.avito.ma/fr/martil/appartements/appartement_du_lux__54265518.htm,2024,1,63,,Toute la ville,apartment,0,1,1,0,0,1,1,0,1,1
Tanger,11,2,2,1900000,,https://www.avito.ma/fr/malabata/appartements/Appartement_haut_standing_à_vendre_malabata_Tanger_55720747.htm,2024,4,75,,Malabata,apartment,1,1,1,1,1,1,1,1,1,0
Berrechid,11,1,2,470000,80,https://www.avito.ma/fr/berrechid/appartements/شقق_للبيع_وسط_مدينة_برشيد__55162422.htm,2024,1,80,100,Toute la ville,apartment,1,1,0,0,0,1,0,1,1,0
Casablanca,11,2,3,,,https://www.avito.ma/fr/bourgogne/appartements/Appartement_à_vendre_116_m²_à_Casablanca_55443110.htm,2024,4,116,,Bourgogne,apartment,1,1,1,0,1,1,0,1,0,0
Mehdia,11,2,2,,,https://www.avito.ma/fr/mehdia/appartements/Appartement_à_vendre_76_m²_à_Mehdia_55751103.htm,2024,3,76,,Toute la ville,apartment,1,1,1,1,1,1,0,1,1,1
Marrakech,11,2,2,,89,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_épuisé__55121241.htm,2024,2,89,,Autre secteur,apartment,1,1,1,1,1,1,1,1,1,1
Casablanca,11,1,2,620000,52,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_de_luxe_de_52m_à_ain_sebaa_53488826.htm,2024,3,52,150,Ain Sebaa,apartment,1,1,0,0,1,1,0,1,1,1
Saidia,11,1,2,,,https://www.avito.ma/fr/saidia/appartements/شقة_6_دقائق_للبحر_للبيع_بالسعيدية__31977978.htm,2024,0,60,,Toute la ville,apartment,0,1,0,0,0,0,0,0,0,0
Martil,11,1,2,510000,76,https://www.avito.ma/fr/martil/appartements/Appartement_titré_proche_de_la_plage_à_Martil__55403559.htm,2024,1,70,1,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Casablanca,11,2,3,2100000,212,https://www.avito.ma/fr/californie/appartements/Grand_Appart__212_m²_à_Californie__55699077.htm,2024,1,212,,Californie,apartment,1,0,1,1,1,1,0,1,1,1
Berrechid,11,2,2,560000,75,https://www.avito.ma/fr/berrechid/appartements/شقق_للبيع_في_مدينة_برشيد__55618787.htm,2024,3,,100,Toute la ville,apartment,1,1,0,0,1,1,0,1,1,0
Deroua,11,2,2,830000,103,https://www.avito.ma/fr/deroua/appartements/Appartement_à_vendre_103_m²_à_Deroua_55341554.htm,2024,1,103,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Rabat,11,2,3,1225000,118,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_118_m²_à_Salé_53227964.htm,2024,2,118,,Autre secteur,apartment,1,1,0,0,1,1,0,1,1,1
Rabat,11,2,3,4500000,,https://www.avito.ma/fr/souissi/appartements/MAGNIFIQUE_APPARTEMENT_AVEC_TERRASSE_55672451.htm,2024,0,176,,Souissi,apartment,1,1,0,1,0,1,0,1,1,1
Mohammedia,11,1,3,,111,https://www.avito.ma/fr/al_qods/appartements/appt_à_vendre__55766514.htm,2024,2,111,,Al Qods,apartment,0,1,0,0,0,0,0,0,0,0
Casablanca,11,2,2,750000,81,https://www.avito.ma/fr/aïn_borja/appartements/Appartement_à_vendre_72_m²_à_Casablanca_50029580.htm,2024,4,72,200,Aïn Borja,apartment,1,0,0,0,1,0,0,1,1,1
Bouznika,11,1,2,6000,,https://www.avito.ma/fr/autre_secteur/appartements/Immeuble_clôturé_à_Bouznika_55444803.htm,2024,3,70,,Autre secteur,apartment,1,1,1,0,1,0,0,0,1,1
Temara,11,1,1,495000,43,https://www.avito.ma/fr/wifak/appartements/Appartement_à_vendre_43_m²_à_Temara_55716248.htm,2024,1,43,100,Wifak,apartment,0,1,0,0,1,1,0,1,1,0
Deroua,11,1,2,520000,76,https://www.avito.ma/fr/deroua/appartements/Appartement_72m_a_deroua_a_vendre_55704554.htm,2024,2,72,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Fès,11,,3,,120,https://www.avito.ma/fr/agdal/appartements/Appartements_de_luxe_à_Bouremana_48808599.htm,2024,2,120,,Agdal,apartment,0,0,0,0,0,0,0,0,0,0
Salé,11,2,2,820000,86,https://www.avito.ma/fr/salé/appartements/Appartement_à_vendre_à_Salé_55263022.htm,2024,2,81,200,Toute la ville,apartment,1,1,0,0,1,1,0,1,1,1
Marrakech,11,1,2,1450000,96,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_refait_à_neuf_moderne_vendu_meublé__55774739.htm,2024,4,85,400,Route de Casablanca,apartment,1,1,1,1,0,1,1,1,1,1
El Jadida,11,1,3,800000,92,https://www.avito.ma/fr/sidi_moussa/appartements/Appartement_à_vendre_55774741.htm,2024,3,92,150,Sidi Moussa,apartment,1,0,0,0,1,1,0,1,1,0
Asilah,11,1,1,870000,66,https://www.avito.ma/fr/asilah/appartements/asilah_beralmar_a_vendre_appartement__54173550.htm,2024,0,66,,Toute la ville,apartment,1,1,1,1,1,1,1,1,1,1
Casablanca,11,1,2,1500000,98,https://www.avito.ma/fr/palmier/appartements/CMN_MA_1757___Appartement_à_vendre_à_Palmier_55655491.htm,2024,4,98,,Palmier,apartment,1,0,0,0,0,0,0,0,0,0
Marrakech,11,2,3,1000000,97,https://www.avito.ma/fr/hay_charaf/appartements/شقة_مفروشة_3_غرف_صالون_للبيع_بحي_الشرف_قرب_مرجان__55530252.htm,2024,2,97,,Hay Charaf,apartment,1,1,1,1,1,1,1,0,1,0
Casablanca,11,2,3,,109,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_à_vendre__3_chambres_Salon_à_Casa_55246502.htm,2024,2,109,,Ain Sebaa,duplex/triplex,1,1,1,1,1,1,0,1,1,1
Meknès,11,1,2,330000,,https://www.avito.ma/fr/autre_secteur/appartements/شقة_للبيع__55774799.htm,2024,1,,,Autre secteur,apartment,0,0,0,0,0,0,0,0,0,0
Casablanca,11,1,1,780000,59,https://www.avito.ma/fr/2_mars/appartements/Studio_à_vendre_61_m²_à_2_mars_55707469.htm,2024,1,61,,2 Mars,studio,0,0,0,0,0,0,0,0,0,0
Rabat,11,3,3,4000000,,https://www.avito.ma/fr/hay_riad/appartements/Appartement_à_vendre_198_m²_à_Rabat_55774800.htm,2024,1,198,,Hay Riad,apartment,1,1,0,0,1,1,0,1,1,1
Casablanca,11,2,2,402500,42,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_à_vendre_à_Casablanca__55331719.htm,2024,1,35,,Ain Sebaa,apartment,0,0,0,0,0,0,0,0,0,0
الدار البيضاء,11,2,2,749000,76,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_à_vendre_76_m²_à_Casablanca_51190413.htm,2024,1,76,,Sidi Maarouf,apartment,0,1,0,1,1,1,0,0,0,0
Casablanca,11,2,3,,116,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_à_vendre_116_m²_à_Casablanca_51851919.htm,2024,1,116,,Ain Sebaa,apartment,1,1,0,1,1,1,0,1,1,1
Casablanca,11,2,2,1550000,113,https://www.avito.ma/fr/les_princesses/appartements/CMN_MA_1678___Appartement_à_vendre_à_Les_princesses_55498854.htm,2024,0,113,,Les Princesses,apartment,1,1,0,0,0,0,0,1,0,1
Kénitra,11,1,2,695000,81,https://www.avito.ma/fr/bir_rami_est/appartements/bel_appartement_à_vendre__55070977.htm,2024,1,81,150,Bir Rami Est,apartment,1,1,0,0,1,1,0,1,1,0
Casablanca,11,1,3,1030000,94,https://www.avito.ma/fr/maarif/appartements/Appartement_94m²_RDC_impasse_à_Maârif_extension_55476130.htm,2024,1,94,200,Maarif,apartment,0,0,0,0,0,0,0,1,1,0
Casablanca,11,2,2,1110000,46,https://www.avito.ma/fr/quartier_des_hôpitaux/appartements/Studio_neuf_60m²_au_Boulevard_Anoual__54987776.htm,2024,1,46,,Quartier des Hôpitaux,studio,1,0,0,1,1,1,0,1,1,0
Rabat,11,2,3,2750000,,https://www.avito.ma/fr/hay_riad/appartements/vente_apartement_55774814.htm,2024,2,135,,Hay Riad,apartment,1,1,0,1,1,0,0,1,1,0
Casablanca,11,2,2,749000,76,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_à_vendre_76_m²_à_Casablanca_50341498.htm,2024,1,76,1,Sidi Maarouf,apartment,0,1,0,0,1,1,0,0,1,0
Fès,11,2,3,925000,180,https://www.avito.ma/fr/route_de_sefrou/appartements/Appartement_à_vendre_181_m²_à_Fès_55447687.htm,2024,1,145,47,Route de Sefrou,apartment,0,1,0,1,0,1,0,0,0,1
Rabat,11,2,3,,,https://www.avito.ma/fr/hay_riad/appartements/Appartement_à_vendre_120_m²_à_Rabat_55774865.htm,2024,2,120,200,Hay Riad,apartment,1,1,0,0,1,1,0,1,1,1
Temara,11,1,2,720000,80,https://www.avito.ma/fr/wifak/appartements/Bel_appartement_de_80m2_sur_El_Wifak_Temara_55033187.htm,2024,3,80,,Wifak,apartment,0,1,0,0,0,0,0,1,1,0
Casablanca,11,3,4,3800000,310,https://www.avito.ma/fr/bourgogne/appartements/Grand_Appartement_4Chs_579_m²_à_Bourgogne_55762606.htm,2024,5,579,,Bourgogne,apartment,1,1,1,1,1,1,0,1,1,1
Marrakech,11,1,2,1300000,,https://www.avito.ma/fr/route_d'ourika/appartements/Appartement_à_vendre_100_m²_à_Marrakech_55735388.htm,2024,1,100,500,Route d'Ourika,apartment,0,0,0,1,1,0,0,1,1,1
Mohammedia,11,2,2,690000,74,https://www.avito.ma/fr/wafa/appartements/Appartement_à_vendre_74_m²_à_WAFA_Mohammedia_55181658.htm,2024,2,74,50,Wafa,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,2,3,2400000,221,https://www.avito.ma/fr/palmeraie/appartements/Duplex_à_vendre_221m_à_la_palmeraie__55602015.htm,2024,1,1,,Palmeraie,duplex/triplex,0,0,0,0,1,1,0,1,1,1
Agadir,11,2,2,1400000,,https://www.avito.ma/fr/haut_founty/appartements/Appartement_à_vendre_82_m²_à_Agadir_55689195.htm,2024,3,82,,Haut-Founty,apartment,1,1,0,0,0,0,0,1,0,0
Casablanca,11,1,2,1300000,72,https://www.avito.ma/fr/quartier_des_hôpitaux/appartements/a_vendre_app_meublé___quartier_des_hôpitaux__55774928.htm,2024,2,60,,Quartier des Hôpitaux,apartment,0,0,0,0,0,0,0,0,0,0
Martil,11,2,2,560000,63,https://www.avito.ma/fr/martil/appartements/شقق_بجودة_خيالية_للبيع_بمرتيل_55357250.htm,2024,3,63,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,2,3,1850000,132,https://www.avito.ma/fr/semlalia/appartements/Appartement_à_vendre_132_m²_à_Marrakech_55088160.htm,2024,5,132,,Semlalia,apartment,1,0,0,1,1,1,0,1,1,1
Casablanca,11,2,3,1200000,121,https://www.avito.ma/fr/oulfa/appartements/__Appartement___à_vendre_121_m²_à_HADJ_FATAH_Oulfa_55675806.htm,2024,1,121,,Oulfa,apartment,1,1,1,1,1,1,1,1,1,1
Temara,11,1,2,,61,https://www.avito.ma/fr/ain_atig/appartements/vente_appartement__55724718.htm,2024,2,61,,Ain Atig,apartment,0,1,0,0,0,0,0,0,0,0
Casablanca,11,1,2,1280000,75,https://www.avito.ma/fr/les_princesses/appartements/appartement_neuf___Vente_les_princesses_75_m2_49652868.htm,2024,2,75,,Les Princesses,apartment,1,1,1,1,1,1,0,1,1,0
Marrakech,11,1,2,1600000,85,https://www.avito.ma/fr/guéliz/appartements/Appartement_à_vendre_85m²_à_Marrakech_54855511.htm,2024,2,85,,Guéliz,apartment,1,0,0,1,1,1,0,1,1,1
Agadir,11,2,3,970000,93,https://www.avito.ma/fr/hay_mohammadi/appartements/Appartement_à_vendre_3chambre_salon_à_Agadir_55434425.htm,2024,1,89,20,Hay Mohammadi,apartment,0,1,0,0,0,1,0,0,0,0
Marrakech,11,2,3,1900000,131,https://www.avito.ma/fr/route_de_casablanca/appartements/Appartement_à_vendre_131_m²_à_Marrakech_54926500.htm,2024,5,131,,Route de Casablanca,apartment,1,0,0,1,1,1,0,1,1,1
Kénitra,11,2,3,1145000,118,https://www.avito.ma/fr/bir_rami/appartements/Appartement_118_m²_à_Kénitra_53304370.htm,2024,2,118,,Bir Rami,apartment,1,1,1,1,1,1,0,1,1,0
Nouaceur,11,2,3,877200,102,https://www.avito.ma/fr/nouaceur/appartements/Appartement_à_vendre_102_m²_à_Nouaceur_55499152.htm,2024,2,102,,Toute la ville,apartment,1,1,0,0,0,0,0,1,1,0
Meknès,11,3,3,750000,200,https://www.avito.ma/fr/hay_salam/appartements/سوبليكس_فاخر_للبيع_55774983.htm,2024,0,176,,Hay Salam,duplex/triplex,0,0,0,0,0,1,0,0,0,0
Casablanca,11,1,1,1100000,50,https://www.avito.ma/fr/maârif_extension/appartements/Appartement_à_vendre_50_m²_à_Casablanca_55506056.htm,2024,3,50,200,Maârif Extension,apartment,1,1,1,1,0,1,0,1,1,0
Marrakech,11,2,3,2500000,,https://www.avito.ma/fr/guéliz/appartements/Bel_Appartement_3Chambres_A_La_Vente_Sur_Guéliz_55658171.htm,2024,4,110,1,Guéliz,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,11,1,2,630000,66,https://www.avito.ma/fr/guéliz/appartements/App__centre_66m²__bin_kchali__55115399.htm,2024,2,66,,Guéliz,apartment,0,1,0,1,0,1,0,0,0,1
Casablanca,11,2,3,,150,https://www.avito.ma/fr/belvédère/appartements/Appartement_à_vendre_belvédère__55695342.htm,2024,4,150,300,Belvédère,apartment,1,0,1,1,1,1,1,1,1,1
Mohammedia,11,2,2,1656000,120,https://www.avito.ma/fr/centre_ville/appartements/Appartement_à_vendre_110_m²_à_Mohammedia_55747589.htm,2024,1,110,500,Centre Ville,apartment,1,1,1,1,1,1,0,1,1,1
Casablanca,11,1,2,800000,106,https://www.avito.ma/fr/roches_noires/appartements/Appartement__a_vendre_roche_noir_49182684.htm,2024,0,106,200,Roches Noires,apartment,1,0,0,0,1,1,0,0,1,1
Casablanca,11,3,4,3750000,,https://www.avito.ma/fr/triangle_d'or/appartements/DUPLEX_TERRASS_ÉTAGE_ÉLÈVE_AV_A_TRIANGLE_D_OR_238M_54838505.htm,2024,5,238,,Triangle d'Or,apartment,1,0,0,0,0,1,0,1,1,1
Marrakech,11,1,3,660000,,https://www.avito.ma/fr/m'hamid/appartements/شقة_فاخرة_للبيع_بالمحاميد__مؤهلة_لدعم_سكن___55716965.htm,2024,1,87,,M'Hamid,apartment,0,1,0,0,0,1,0,0,1,0
Kénitra,11,2,3,730000,110,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_110_m²_à_Kénitra_55617253.htm,2024,1,110,,Autre secteur,apartment,0,1,0,0,0,1,0,0,0,0
Casablanca,11,1,1,950000,46,https://www.avito.ma/fr/maarif/appartements/CMN_MA_1717___Appartement_à_vendre_à_Maârif_55581334.htm,2024,4,46,,Maarif,apartment,1,1,0,0,0,0,0,0,0,1
Salé,11,1,2,580000,65,https://www.avito.ma/fr/sala_el_jadida/appartements/excellente_occasion_à_saisir_55775053.htm,2024,4,62,80,Sala El Jadida,apartment,0,1,1,1,0,0,0,1,1,0
Mediouna,11,1,2,410000,63,https://www.avito.ma/fr/mediouna/appartements/شقق_مؤهلة_لدعم_السكن_بمديونة_55476825.htm,2024,2,63,,Toute la ville,apartment,1,1,0,1,1,1,0,1,1,1
Tanger,11,1,2,,80,https://www.avito.ma/fr/tanja_balia/appartements/Appartement_à_vendre_80_m²_à_Tanger_55775060.htm,2024,,80,100,Tanja Balia,apartment,1,0,0,0,0,0,0,0,0,1
Casablanca,11,1,2,420000,55,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_à_vendre_55_m²_à_Casablanca_55775063.htm,2024,4,55,,Sidi Maarouf,apartment,0,1,0,0,0,0,0,0,0,0
Kénitra,11,2,2,480000,85,https://www.avito.ma/fr/autre_secteur/appartements/Magnifique_appartement_85m²_à_alliance_mehdia__55556564.htm,2024,3,85,,Autre secteur,apartment,0,1,0,1,0,1,0,0,0,0
Urgent,11,2,3,1350000,130,https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_à_vendre_99_m²_à_Casablanca_55770836.htm,2024,0,99,250,Sidi Maarouf,apartment,1,0,0,0,0,1,1,1,1,1
Kénitra,11,2,2,540000,85,https://www.avito.ma/fr/autre_secteur/appartements/Bel_appartement_2_façades__55641064.htm,2024,2,85,,Autre secteur,apartment,0,1,0,0,0,1,0,0,0,0
Béni Mellal,11,1,3,550000,110,https://www.avito.ma/fr/béni_mellal/appartements/شقة_سكنية_للبيع__55748982.htm,2024,2,,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Kénitra,11,2,3,850000,150,https://www.avito.ma/fr/autre_secteur/appartements/شقة_الاحلام_150_متر__55539487.htm,2024,2,150,,Autre secteur,apartment,0,1,0,0,0,1,0,0,0,0
Kénitra,11,2,3,630000,90,https://www.avito.ma/fr/seyad/appartements/Appartement_à_vendre_90_m²_à_Kénitra_55617263.htm,2024,1,90,,Seyad,apartment,0,0,0,0,0,1,0,0,0,0
Casablanca,11,2,2,,144,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_haut_standing_à_victoria_bouskoura_55579379.htm,2024,2,119,,Autre secteur,duplex/triplex,1,1,0,0,1,1,0,1,1,1
