url,n_bedrooms,n_bathrooms,total_area,living_area,floor,price,monthly_syndicate_price,city,neighborhood,type,year,month,source,bool_elevator,bool_balcony,bool_heating,bool_air_conditioning,bool_concierge,bool_equipped_kitchen,bool_furniture,bool_parking,bool_security,bool_terrace
https://www.avito.ma/fr/racine/appartements/Apt_132M²_Très_Sécurisé_Moderne_Mosquée_Badr_55043928.htm,2,2,132,132,1,1555000,,Casablanca,Racine,apartment,2024,11,avito,1,1,0,0,1,0,0,1,1,1
https://www.avito.ma/fr/résidence_al_arz/appartements/Appartement_84_m²_à_résidence_al_arz_55762587.htm,1,1,,84,1,890000,,Ifrane,Résidence al arz,apartment,2024,11,avito,0,1,0,1,0,1,1,1,1,1
https://www.avito.ma/fr/hay_riad/appartements/Appartement_à_vendre_à_Hay_Riad_Rabat__55693194.htm,3,2,,140,1,2780000,,Rabat,Hay Riad,apartment,2024,11,avito,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/maamora/appartements/Appartement_F4_à_2_minutes_de_la_gare_de_Kénitra_55307688.htm,3,1,110,110,5,1100000,150,Kénitra,Maamora,apartment,2024,11,avito,1,1,1,1,1,1,0,1,1,1
https://www.avito.ma/fr/martil/appartements/appartement_du_lux_à_martil__54610093.htm,2,2,60,60,1,540000,,Martil,Toute la ville,apartment,2024,11,avito,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/route_de_casablanca/appartements/Projet_D_Appartements_Sur_Route_De_Casablanca_55325981.htm,2,1,,80,2,960000,,Marrakech,Route de Casablanca,apartment,2024,11,avito,1,0,0,0,1,1,0,0,1,1
https://www.avito.ma/fr/hay_mohammadi/appartements/Studio_56m2_de_standing_à_vendre_à_AGADIR_54272537.htm,1,1,56,56,0,560000,,Agadir,Hay Mohammadi,studio,2024,11,avito,1,0,0,0,1,1,0,1,1,0
https://www.avito.ma/fr/oulfa/appartements/Appartement_à_vendre_54_m²_à_Casablanca_54903537.htm,2,1,,54,3,500000,,Casablanca,Oulfa,apartment,2024,11,avito,0,0,0,0,0,0,0,0,1,1
https://www.avito.ma/fr/val_fleuri/appartements/Très_grand_appartement_à_val_Fleury_160_m²_55738793.htm,3,2,157,160,3,2300000,,Casablanca,Val Fleuri,apartment,2024,11,avito,1,1,0,0,0,0,0,1,0,0
https://www.avito.ma/fr/martil/appartements/appartement_a_vendre_a_cabo_negro_55316017.htm,2,1,,70,0,1250000,,Martil,Toute la ville,apartment,2024,11,avito,1,1,0,0,1,1,0,1,1,1
https://www.avito.ma/fr/beni_touzine/appartements/_Votre_Appartement_de_Rêve___95_m²__55660727.htm,3,2,111,95,2,11000,,Tanger,Beni Touzine,apartment,2024,11,avito,1,1,0,0,1,0,1,1,0,1
https://www.avito.ma/fr/hay_hassani/appartements/Très_bel_apt_3chambres_Résidence_Sécurisée_Busway_54992417.htm,3,2,84,84,3,840000,,Casablanca,Hay Hassani,apartment,2024,11,avito,1,1,1,0,1,0,0,1,1,0
https://www.avito.ma/fr/taïbia/appartements/Appartement_à_vendre_92_m²_à_Kénitra_55069475.htm,2,2,92,92,1,590000,,Kénitra,Taïbia,apartment,2024,11,avito,1,1,0,1,1,1,0,1,1,0
https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_à_vendre_82_m²_à_Casablanca_51209148.htm,2,2,82,82,1,752400,,Casablanca,Sidi Maarouf,apartment,2024,11,avito,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_90_m²_à_El_Menzeh_55574712.htm,3,2,,90,3,1200000,,Rabat,Autre secteur,apartment,2024,11,avito,0,0,0,0,0,0,0,0,0,0
