city,month,n_bathrooms,n_bedrooms,price,total_area,url,year,floor_number,living_area,monthly_syndicate_price,neighborhood,type,bool_elevator,bool_balcony,bool_heating,bool_air_conditioning,bool_concierge,bool_equipped_kitchen,bool_furniture,bool_parking,bool_security,bool_terrace
Tanger,10,1,3,1550000,98,https://www.avito.ma/fr/mozart/appartements/TNG_TA_1023___Appartement_à_vendre_à_Mozart_54957021.htm,2024,,98,,Mozart,apartment,1,1,0,0,0,0,0,0,0,1
Salé,10,1,2,639200,68,https://www.avito.ma/fr/cherkaoui___marzouka/appartements/Appartement_à_vendre_68_m²_à_Salé_52920721.htm,2024,0,68,150,Cherkaoui - Marzouka,apartment,0,0,0,1,1,1,0,1,1,0
Agadir,10,2,2,1850000,84,https://www.avito.ma/fr/hay_salam/appartements/Appartement_à_vendre_84m²_à_Agadir_52032951.htm,2024,1,84,,Hay Salam,apartment,1,1,0,0,1,1,0,1,1,0
Salé,10,1,2,280000,56,https://www.avito.ma/fr/salé/appartements/شقة_محفظة_للبيع_إقامة_الضحى_56_متر__55644891.htm,2024,1,56,60,Toute la ville,apartment,0,0,0,0,1,0,0,1,0,0
Temara,10,2,3,,103,https://www.avito.ma/fr/wifak/appartements/Appartement_à_vendre_103_m²_à_Temara_55531761.htm,2024,1,103,,Wifak,apartment,1,1,0,0,0,1,0,1,0,0
Casablanca,10,1,2,900000,61,https://www.avito.ma/fr/maarif/appartements/Appart_61m_Neuf_Dont_Terrasse_Maarif_Ex_55252617.htm,2024,4,47,,Maarif,apartment,1,1,0,0,1,0,0,0,0,1
Oujda,10,2,2,260000,65,https://www.avito.ma/fr/autre_secteur/appartements/Apparemment_3_pièces_65_mètres_carrés__55644949.htm,2024,4,65,100,Autre secteur,apartment,0,0,0,0,0,0,0,0,0,0
Had Soualem,10,2,3,640000,142,https://www.avito.ma/fr/had_soualem/appartements/شقة_الهبال_140m__مشمشة_فيها_شروط_الدعم_47270670.htm,2024,3,140,550,Toute la ville,apartment,0,1,0,0,0,1,0,0,0,1
Rabat,10,1,2,2170000,117,https://www.avito.ma/fr/hassan/appartements/RBA_HA_1013___Appartement_à_vendre_à_Hassan_54563065.htm,2024,4,117,200,Hassan,apartment,1,0,0,0,0,0,0,1,0,0
Casablanca,10,2,2,1550000,124,https://www.avito.ma/fr/maarif/appartements/Appartement_Vente_Fourate_53490060.htm,2024,0,100,,Maarif,apartment,1,1,0,1,1,1,1,1,1,0
Tétouan,10,1,2,400000,,https://www.avito.ma/fr/route_de_ceuta/appartements/شقة_محفظة_55م2_بالقرب_من_مرجان_تطوان_55540470.htm,2024,4,55,,Route de Ceuta,apartment,0,1,0,0,0,0,0,0,1,1
Kénitra,10,2,3,680000,108,https://www.avito.ma/fr/ouled_oujih/appartements/Nouveau_Appartement_108m²___55087640.htm,2024,2,108,,Ouled Oujih,apartment,0,0,0,0,0,1,0,0,0,0
Casablanca,10,2,2,1950000,,https://www.avito.ma/fr/route_d'el_jadida/appartements/_très_joli_appart_à_vendre__à_oasis___54036615.htm,2024,3,91,,Route d'El Jadida,duplex/triplex,1,1,1,1,1,0,0,1,1,0
Marrakech,10,1,3,530000,65,https://www.avito.ma/fr/autre_secteur/appartements/Appartement__65_m²_socoma__55631428.htm,2024,0,65,,Autre secteur,apartment,0,0,0,1,0,1,0,0,0,1
Marrakech,10,1,3,1840000,202,https://www.avito.ma/fr/guéliz/appartements/GUELIZ_DERRIÈRE_LE_CARRÉ_EDEN_55461861.htm,2024,0,202,,Guéliz,duplex/triplex,1,1,1,1,1,1,1,1,1,1
Temara,10,1,2,960000,132,https://www.avito.ma/fr/ittihad_arabi/appartements/Appartement_Bonne_affaire_à_vendre_132_m²__55519671.htm,2024,3,132,100,Ittihad Arabi,apartment,0,0,0,0,0,1,0,1,0,0
Casablanca,10,1,2,800000,,https://www.avito.ma/fr/maarif/appartements/en_vents_appartement_maarif_55644836.htm,2024,5,59,100,Maarif,apartment,1,1,1,0,1,0,0,0,1,1
Marrakech,10,1,2,2900000,110,https://www.avito.ma/fr/guéliz/appartements/Bel_Appartement_C_ur_Gueliz__55597267.htm,2024,3,110,,Guéliz,apartment,1,1,1,1,1,1,1,1,1,1
Casablanca,10,2,2,1050000,113,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_à_vendre_85_m²_à_Casablanca_54294327.htm,2024,4,85,200,Ain Sebaa,apartment,1,1,0,0,1,1,0,1,1,1
Temara,10,,3,1600000,,https://www.avito.ma/fr/harhoura/appartements/Appartement_neuf_à_vendre_119_m²_à_Harhoura_55627645.htm,2024,3,119,,Harhoura,apartment,0,0,0,0,0,0,0,0,0,0
Azemmour,10,1,2,,,https://www.avito.ma/fr/azemmour/appartements/دار_صغيرة_ملكية_للبيع_في_حي_السلام_مدينة_آزمور__55644713.htm,2024,2,,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,1
Marrakech,10,2,2,740000,70,https://www.avito.ma/fr/hay_charaf/appartements/Appartement_70_m²_à_Marrakech_55025656.htm,2024,0,70,100,Hay Charaf,duplex/triplex,1,0,1,1,1,1,0,0,1,1
Fès,10,1,2,,70,https://www.avito.ma/fr/ben_souda/appartements/Appartement_à_vendre_70_m²_à_Fès_55644928.htm,2024,1,70,,Ben Souda,apartment,0,0,0,0,0,0,0,0,0,0
Salé,10,1,1,220000,32,https://www.avito.ma/fr/said_hajji/appartements/appartement_à_Saïd_Hajji_Titré_Malk_55280486.htm,2024,3,32,,Said Hajji,apartment,0,1,0,0,0,0,0,0,0,0
Casablanca,10,2,3,2026500,185,https://www.avito.ma/fr/bourgogne/appartements/61709_Vente_Appt_à_Casablanca_Bourgogne__Anfa__de__55563630.htm,2024,4,185,,Bourgogne,apartment,1,0,1,0,0,1,0,1,0,0
Bouznika,10,1,2,280000,49,https://www.avito.ma/fr/plage_oued_cherrat/appartements/Appartement_à_vendre_49_m²_à_Bouznika_55610347.htm,2024,4,49,50,Plage Oued Cherrat,apartment,0,1,0,0,0,1,0,1,1,0
Casablanca,10,1,2,685000,61,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_de_61m_à_ain_sebaa_plein_sud__55549786.htm,2024,3,61,150,Ain Sebaa,apartment,1,1,0,0,1,1,0,1,0,0
Agadir,10,1,1,320000,,https://www.avito.ma/fr/tilila/appartements/Appartement_à_vendre_à_tilila_Agadir_54722966.htm,2024,2,48,,Tilila,apartment,0,0,0,0,0,0,0,1,1,0
Casablanca,10,2,3,976500,,https://www.avito.ma/fr/ain_sebaa/appartements/Appartements_à_vendre_à_Casablanca_55380418.htm,2024,1,98,,Ain Sebaa,apartment,1,1,0,0,0,0,0,0,0,1
Casablanca,10,2,3,1500000,134,https://www.avito.ma/fr/bourgogne/appartements/Appartement_à_vendre_116_m²_à_Casablanca_52456053.htm,2024,,134,300,Bourgogne,apartment,1,1,1,1,1,1,0,1,1,0
Rabat,10,1,6,2400000,210,https://www.avito.ma/fr/hay_nahda/appartements/منزل_ذو_واجهتين_بحي_النهظة_3_55644788.htm,2024,1,100,,Hay Nahda,apartment,0,1,0,0,0,0,0,0,0,0
Tanger,10,2,4,1300000,127,https://www.avito.ma/fr/centre_ville/appartements/Appartement_à_vendre_127_m²_à_Tanger_53914419.htm,2024,3,127,,Centre ville,apartment,1,1,0,0,1,0,0,0,1,0
Casablanca,10,2,3,1950000,147,https://www.avito.ma/fr/2_mars/appartements/Appartement_Spacieux_à_vendre_147_m²_à_Casablanca__55393976.htm,2024,0,147,500,2 Mars,apartment,1,1,1,1,1,1,0,1,1,1
Tanger,10,1,2,800000,80,https://www.avito.ma/fr/marjane/appartements/Appartement_moyenne_standing_54339308.htm,2024,2,80,150,Marjane,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,10,2,2,1000000,80,https://www.avito.ma/fr/guéliz/appartements/Réservez_votre_Appart_80m²_Top_standing_5_Min_54806470.htm,2024,0,80,,Guéliz,apartment,1,1,1,1,1,1,0,1,1,1
Asilah,10,1,1,630000,53,https://www.avito.ma/fr/asilah/appartements/Appartement_a_vendre_Asilah_Marina_golf_54029892.htm,2024,1,53,,Toute la ville,apartment,1,1,0,1,1,1,0,1,1,1
Kénitra,10,1,2,450000,78,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_Charmeur_78m²___55086991.htm,2024,2,78,,Autre secteur,apartment,0,0,0,0,0,1,0,0,0,0
Asilah,10,2,2,870000,81,https://www.avito.ma/fr/asilah/appartements/Asilah_marina_golf_appartement__54594264.htm,2024,1,81,,Toute la ville,apartment,0,0,0,0,0,0,0,0,0,0
Sidi Rahal,10,1,2,,59,https://www.avito.ma/fr/sidi_rahal/appartements/شقة_59_متر_سونطر_سيدي_رحال_شاطئ_التسليم_فحين__49189596.htm,2024,1,59,,Toute la ville,duplex/triplex,1,1,1,1,1,1,1,1,1,1
Kénitra,10,2,3,720000,140,https://www.avito.ma/fr/autre_secteur/appartements/شقة_حديثة_140م²___55087868.htm,2024,1,140,,Autre secteur,apartment,0,0,0,0,0,1,0,0,0,0
Marrakech,10,2,2,1050000,,https://www.avito.ma/fr/guéliz/appartements/Appartement_à_vendre_85_m²_à_Marrakech_55592187.htm,2024,3,85,250,Guéliz,apartment,1,1,0,0,1,0,0,1,1,1
Temara,10,2,3,1450000,,https://www.avito.ma/fr/wifak/appartements/Appartement_119m²_en_Vente_à_wifak__51701259.htm,2024,4,119,,Wifak,apartment,1,1,0,1,1,1,0,1,1,0
Casablanca,10,1,2,392000,56,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_56_m²_à_Casablanca_55328816.htm,2024,2,56,,Autre secteur,apartment,0,0,0,0,0,1,0,1,0,0
Temara,10,2,3,1550000,97,https://www.avito.ma/fr/wifak/appartements/Appartement_à_vendre_97_m²_à_Temara_55593569.htm,2024,4,97,250,Wifak,apartment,1,1,0,0,1,1,0,1,1,0
Casablanca,10,1,1,860000,,https://www.avito.ma/fr/2_mars/appartements/Vente_studio_HS_sur_quartier_des_hôpitaux__55607004.htm,2024,3,43,,2 Mars,studio,0,1,0,1,1,0,1,1,1,1
Marrakech,10,2,2,770000,,https://www.avito.ma/fr/guéliz/appartements/Appartement_à_vendre_53_m²_à_GUÉLIZ_55641062.htm,2024,3,53,,Guéliz,apartment,1,0,0,0,1,0,0,1,0,0
Mohammedia,10,2,3,200000,68,https://www.avito.ma/fr/autre_secteur/appartements/إقامة_أيليس___شقق_ممتازة_54920216.htm,2024,1,68,,Autre secteur,apartment,0,1,0,0,0,0,0,0,0,0
Casablanca,10,1,2,980000,94,https://www.avito.ma/fr/la_gironde/appartements/CMN_ME_1153___Appartement_à_vendre_à_La_Gironde_54562088.htm,2024,4,94,,La Gironde,apartment,1,1,0,0,0,0,0,1,0,1
Rabat,10,2,4,4100000,170,https://www.avito.ma/fr/hay_riad/appartements/Hay_Riad_joli_apt_rénové_de_170_m²__55538271.htm,2024,1,170,,Hay Riad,apartment,1,1,1,1,1,1,0,1,1,0
Temara,10,2,3,,135,https://www.avito.ma/fr/wifak/appartements/شقق_فاخرة_مع_مسبح_5_دقائق_الرباط_53743521.htm,2024,2,135,,Wifak,apartment,1,1,0,1,1,1,0,1,1,1
Casablanca,10,2,3,1650000,118,https://www.avito.ma/fr/aïn_chock/appartements/Appartement_118_M²_à_vendre_Quartier_les_crêtes___55540306.htm,2024,4,118,300,Aïn Chock,apartment,1,1,0,0,1,1,0,1,1,0
Fès,10,2,2,,145,https://www.avito.ma/fr/agdal/appartements/Appartement_meublé_a_vendre__55644832.htm,2024,3,145,,Agdal,apartment,1,1,1,1,1,1,1,1,1,0
Kénitra,10,1,2,615000,74,https://www.avito.ma/fr/maamora/appartements/Appartement_à_vendre_72_m²_à_Kénitra_55107024.htm,2024,5,72,200,Maamora,apartment,1,1,0,0,1,0,0,0,0,0
Tanger,10,1,2,370000,,https://www.avito.ma/fr/autre_secteur/appartements/شقة_للبيع_مجمع_ابدلاس_كزناية_54947696.htm,2024,1,1,,Autre secteur,apartment,0,0,0,0,0,0,0,0,0,0
Kénitra,10,3,3,1120000,164,https://www.avito.ma/fr/bir_rami_ouest/appartements/Appartement_à_vendre_153_m²_à_Kénitra_54612159.htm,2024,2,153,,Bir Rami Ouest,apartment,1,1,0,0,1,1,0,1,1,1
Casablanca,10,3,4,2626000,265,https://www.avito.ma/fr/quartier_des_hôpitaux/appartements/Appartement_à_vendre_247_m²_à_Casablanca_54829611.htm,2024,1,247,,Quartier des Hôpitaux,apartment,1,1,0,0,1,1,0,1,0,1
Tanger,10,2,2,470000,60,https://www.avito.ma/fr/hay_hassani/appartements/شقق_رائعة_فيها_الدعم_قرب_ملعب_طنجة_وطريق_الرباط_55518304.htm,2024,2,60,,Hay Hassani,apartment,1,1,0,0,1,0,0,1,0,0
Tanger,10,1,2,520000,74,https://www.avito.ma/fr/autre_secteur/appartements/شقة_للبيع_بالزموري_3_طنجة___55644859.htm,2024,3,74,,Autre secteur,apartment,0,1,0,0,1,0,1,1,1,1
Tétouan,10,1,2,450000,80,https://www.avito.ma/fr/route_de_ceuta/appartements/Appartement_de_80m²_avec_Balcons_et_Garage_Privé___55602647.htm,2024,4,80,150,Route de Ceuta,apartment,0,1,0,0,0,0,0,1,1,1
Bouznika,10,1,2,6000,,https://www.avito.ma/fr/autre_secteur/appartements/Immeuble_clôturé_à_Bouznika_55444803.htm,2024,3,70,,Autre secteur,apartment,1,1,1,0,1,0,0,0,1,1
Temara,10,2,2,,105,https://www.avito.ma/fr/harhoura/appartements/Appts_luxueux_à_5min_Hay_Riad_53736844.htm,2024,1,105,,Harhoura,apartment,1,1,0,1,1,1,0,1,1,1
Bouznika,10,2,3,760000,100,https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_100_m²_à_Bouznika_53700784.htm,2024,2,100,,Autre secteur,apartment,0,1,1,1,0,1,0,0,0,1
Tanger,10,2,3,1100000,120,https://www.avito.ma/fr/val_fleuri/appartements/Appartement_à_vendre_110_million__52666931.htm,2024,4,120,100,Val Fleuri,apartment,1,1,0,0,1,1,0,1,1,0
Fès,10,2,2,670000,100,https://www.avito.ma/fr/route_ain_chkaf/appartements/appartement_ain_chkaf_100m2__55642305.htm,2024,2,100,,Route Ain Chkaf,apartment,0,1,0,0,0,0,0,0,1,1
Marrakech,10,2,3,1550000,,https://www.avito.ma/fr/centre_ville/appartements/Appartement_à_vendre_113_m²_à_centre_ville__55622863.htm,2024,2,113,,Centre Ville,apartment,1,1,1,1,1,1,1,1,1,0
Saidia,10,1,2,420000,60,https://www.avito.ma/fr/saidia/appartements/Appartement_à_vendre_65_m²_à_Saidia_55154787.htm,2024,2,65,,Toute la ville,apartment,0,1,0,0,0,0,0,0,0,1
Casablanca,10,2,3,1700000,126,https://www.avito.ma/fr/abdelmoumen/appartements/Appartement_à_vendre_124_m²_à_Casa_Qu_des_Hôpitaux_55644680.htm,2024,3,124,250,Abdelmoumen,apartment,1,1,0,0,1,0,0,1,1,0
Kénitra,10,3,3,750000,115,https://www.avito.ma/fr/bir_rami/appartements/Appartement_à_vendre_115_m²_à_Kénitra_55152349.htm,2024,1,115,,Bir Rami,apartment,1,1,0,0,1,1,0,1,1,1
Casablanca,10,1,1,29000000,57,https://www.avito.ma/fr/sidi_belyout/appartements/Studio_en_vente_vue_sur_mer_55636837.htm,2024,5,57,850,Sidi Belyout,studio,1,1,0,1,1,1,1,1,1,1
Mohammedia,10,1,2,500000,66,https://www.avito.ma/fr/nassim/appartements/Appartement_à_vendre_66_m²_à_Mohammedia_55645103.htm,2024,2,66,49,Nassim,apartment,0,1,0,0,0,0,0,0,0,0
Rabat,10,2,4,3200000,145,https://www.avito.ma/fr/hay_riad/appartements/Appt_en_vente_à_quartier_hay_riad_55017454.htm,2024,1,145,,Hay Riad,apartment,1,1,1,1,1,1,0,1,1,1
Deroua,10,1,2,380000,55,https://www.avito.ma/fr/deroua/appartements/appartement_55_mètre_makhlouf_deroua__55645105.htm,2024,2,55,,Toute la ville,apartment,0,1,0,0,0,0,0,0,1,0
Casablanca,10,2,3,2200000,154,https://www.avito.ma/fr/bachkou/appartements/CMN_MA_1410___Appartement_à_vendre_à_Bachkou_54771341.htm,2024,6,154,400,Bachkou,apartment,1,1,0,0,0,0,0,0,0,1
Casablanca,10,2,3,1850000,109,https://www.avito.ma/fr/bourgogne/appartements/18623_Vente_Appt_à_Casablanca_Bourgogne__Anfa__de__54687884.htm,2024,2,109,4200,Bourgogne,apartment,1,1,1,1,0,1,0,1,1,0
Casablanca,10,3,3,3200000,174,https://www.avito.ma/fr/gauthier/appartements/25451_Vente_Appt_à_Casablanca_Gauthier_de_174_m²_54688011.htm,2024,4,170,,Gauthier,apartment,1,0,1,1,0,1,0,0,0,0
Saidia,10,1,2,490000,,https://www.avito.ma/fr/saidia/appartements/شقق_39_مليون_بالدعم_و_49_بلا_دعم_42874080.htm,2024,1,66,,Toute la ville,apartment,0,1,0,0,0,1,0,0,0,1
Tanger,10,3,3,4800000,400,https://www.avito.ma/fr/malabata/appartements/Appartement_luxe_Vue_Mer_à_vendre_Tanger_Malabata_55611359.htm,2024,0,166,,Malabata,duplex/triplex,1,0,0,1,1,1,0,1,1,1
Fès,10,1,2,445000,95,https://www.avito.ma/fr/narjis/appartements/Appartement_à_vendre_89_m²_à_Fès_55645035.htm,2024,1,89,30,Narjis,apartment,1,0,0,0,1,1,0,1,1,0
Casablanca,10,2,3,1979941,176,https://www.avito.ma/fr/bourgogne/appartements/60523_Vente_Appt_à_Casablanca_Bourgogne__Anfa__de__55539448.htm,2024,2,176,,Bourgogne,apartment,0,1,1,0,0,0,0,0,0,0
Rabat,10,2,2,1500000,78,https://www.avito.ma/fr/aviation___mabella/appartements/RBA_YO_1038___Appartement_à_vendre_à_Aviation_______54780093.htm,2024,3,78,300,Aviation - Mabella,apartment,1,1,0,0,0,0,0,1,0,1
Casablanca,10,2,3,1537726,134,https://www.avito.ma/fr/bourgogne/appartements/60525_Vente_Appt_à_Casablanca_Bourgogne__Anfa__de__55539450.htm,2024,3,134,,Bourgogne,apartment,0,0,1,0,0,0,0,0,0,0
Marrakech,10,1,2,610000,61,https://www.avito.ma/fr/guéliz/appartements/Appartement_61_m²_avec_piscine_à_gueliz_33164430.htm,2024,1,61,300,Guéliz,apartment,0,1,0,0,1,0,0,1,1,0
Casablanca,10,1,2,1030000,88,https://www.avito.ma/fr/bourgogne/appartements/21859_Vente_Appt_à_Casablanca_Bourgogne__Sidi_Bely_54687949.htm,2024,5,88,3000,Bourgogne,apartment,1,1,1,1,0,1,0,1,1,1
Casablanca,10,2,3,2070000,,https://www.avito.ma/fr/2_mars/appartements/Appartement_à_vendre_à_2Mars_à_Casablanca_55628302.htm,2024,3,141,,2 Mars,apartment,0,0,0,0,0,0,0,0,0,0
Marrakech,10,1,2,845500,95,https://www.avito.ma/fr/guéliz/appartements/Appartement_95_m²_avec_piscine_a_gueliz_33066805.htm,2024,3,95,300,Guéliz,apartment,1,0,0,0,0,0,0,1,1,0
Rabat,10,1,2,1750000,120,https://www.avito.ma/fr/diour_jamaa/appartements/Appartement_à_vendre_120_m²_à_Rabat_Dior_Jamaà__55645220.htm,2024,4,120,180,Diour Jamaa,apartment,1,1,0,0,1,0,0,1,1,0
Agadir,10,2,2,640000,,https://www.avito.ma/fr/hay_salam/appartements/Appartement_à_vendre__m²_à_Agadir_54102042.htm,2024,4,65,,Hay Salam,apartment,1,1,0,0,0,1,0,1,1,0
Salé,10,2,3,730000,,https://www.avito.ma/fr/salé/appartements/Appartement_Premium_à_vendre_88_m²_à_Salé__55641491.htm,2024,1,88,,Toute la ville,apartment,1,1,0,1,1,1,0,1,1,1
Casablanca,10,2,2,1012000,88,https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_de_luxe_88_m²_à_Ain_sbaa_55413838.htm,2024,2,88,150,Ain Sebaa,apartment,1,1,0,1,1,1,0,1,0,1
Tétouan,10,1,3,520000,85,https://www.avito.ma/fr/centre_ville/appartements/Appartement_à_vendre_85_m²_à_Tétouan_53687854.htm,2024,2,85,150,Centre ville,apartment,0,0,0,0,0,0,0,0,0,0
Dar Bouazza,10,2,2,1700000,,https://www.avito.ma/fr/dar_bouazza/appartements/Appartement_à_Marina_Blanca_54401684.htm,2024,1,98,,Toute la ville,apartment,0,1,1,1,1,1,0,1,1,1
Casablanca,10,2,3,670000,70,https://www.avito.ma/fr/oulfa/appartements/Appartement_à_vendre_70_m²_à_florida_55267538.htm,2024,4,70,150,Oulfa,apartment,1,0,0,0,1,1,0,0,1,0
Casablanca,10,2,2,1500000,86,https://www.avito.ma/fr/bourgogne/appartements/26598_Vente_Appt_à_Casablanca_Bourgogne__Anfa__de__54688024.htm,2024,1,86,,Bourgogne,apartment,1,0,1,0,0,1,1,1,1,0
Casablanca,10,1,1,660000,49,https://www.avito.ma/fr/roches_noires/appartements/CMN_AS_1083___Appartement_à_vendre_à_Roches_Noires_55109095.htm,2024,1,49,,Roches Noires,apartment,0,1,0,0,0,0,0,0,0,1
