url,n_bedrooms,n_bathrooms,total_area,living_area,floor,price,monthly_syndicate_price,city,neighborhood,type,year,month,source,bool_elevator,bool_balcony,bool_heating,bool_air_conditioning,bool_concierge,bool_equipped_kitchen,bool_furniture,bool_parking,bool_security,bool_terrace
https://www.avito.ma/fr/maarif/appartements/Studio_50m_Haut_Standing_A_Maarif_Ex__55681170.htm,1,1,50,50,4,850000,,Casablanca,Maarif,studio,2024,11,avito,1,1,0,0,1,0,0,0,0,0
https://www.avito.ma/fr/guéliz/appartements/Appartement_81_m²_avec_piscine_a_gueliz_33066805.htm,2,1,81,81,3,769500,300,Marrakech,Guéliz,apartment,2024,11,avito,1,0,0,0,0,0,0,1,1,0
https://www.avito.ma/fr/belvédère/appartements/CMN_AS_1533___Appartement_à_vendre_à_Belvédère_55068227.htm,1,1,105,105,6,850000,,Casablanca,Belvédère,apartment,2024,11,avito,1,1,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/maârif_extension/appartements/CMN_MA_1652___Appartement_à_vendre_à_Maârif_55386119.htm,2,2,92,92,2,1200000,,Casablanca,Maârif Extension,apartment,2024,11,avito,1,1,0,0,0,0,0,1,0,1
https://www.avito.ma/fr/autre_secteur/appartements/Appartement_à_vendre_a_hamama_de_87m2_Tétouan_53552654.htm,3,1,85,85,2,,200,Urgent,Autre secteur,apartment,2024,11,avito,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/amsernate/appartements/Appartements_neuf___HAY_AMSERNATE___48865124.htm,3,2,120,110,2,,,Agadir,Amsernate,apartment,2024,11,avito,1,1,0,1,0,1,0,1,0,0
https://www.avito.ma/fr/bir_rami_est/appartements/cite_des_jardin_sans_vis_a_vis_55687521.htm,2,3,123,113,6,1250000,250,Kénitra,Bir Rami Est,apartment,2024,11,avito,1,1,0,1,1,1,0,1,1,1
https://www.avito.ma/fr/haut_agdal/appartements/Appartement_à_vendre_270_m²_à_Rabat_55759567.htm,3,3,270,270,3,5500000,,Rabat,Haut Agdal,apartment,2024,11,avito,1,1,1,1,1,1,0,1,1,1
https://www.avito.ma/fr/maarif/appartements/Appartement_118m_Haut_standing_Maarif_Ex_55662155.htm,3,2,118,118,5,1700000,,Casablanca,Maarif,apartment,2024,11,avito,1,1,0,0,1,0,0,1,0,0
https://www.avito.ma/fr/racine/appartements/CMN_MA_1816___Appartement_à_vendre_à_Racine_55801316.htm,3,2,168,168,4,2800000,,Casablanca,Racine,apartment,2024,11,avito,1,1,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/dar_bouazza/appartements/CMN_NO_DA_1575___Appartement_à_vendre_à_Tamaris_55149195.htm,2,2,116,116,1,1470000,,Dar Bouazza,Toute la ville,apartment,2024,11,avito,1,1,0,0,0,0,0,1,0,1
https://www.avito.ma/fr/diour_jamaa/appartements/شقة_للسكن_الهادىء_المريح_146_مترا_54630986.htm,3,2,146,146,0,1480000,,Rabat,Diour Jamaa,apartment,2024,11,avito,1,0,0,1,1,1,0,1,1,1
https://www.avito.ma/fr/bir_rami_ouest/appartements/Appartement_à_vendre_104_m²_à_Kénitra_55776098.htm,3,3,113,104,2,700000,,Kénitra,Bir Rami Ouest,apartment,2024,11,avito,1,1,0,1,1,1,0,1,1,0
https://www.avito.ma/fr/hay_salam/appartements/Appartement_à_vendre_95_m²_à_Agadir_54974593.htm,3,2,,95,1,,,Agadir,Hay Salam,apartment,2024,11,avito,0,1,0,1,0,1,0,0,0,0
https://www.avito.ma/fr/tilila/appartements/Appartement_à_vendre_78_m²_à_Agadir_54002429.htm,2,2,,78,1,,,Agadir,Tilila,apartment,2024,11,avito,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_moulay_rachid/appartements/Appartement_à_vendre_67_m²_à_Casablanca_55736605.htm,1,1,67,67,2,620000,,Casablanca,Hay Moulay Rachid,apartment,2024,11,avito,0,0,1,1,0,0,1,1,0,0
https://www.avito.ma/fr/guéliz/appartements/Appartement_81_m²_avec_piscine_à_gueliz_50172588.htm,2,1,81,81,4,769500,300,Marrakech,Guéliz,apartment,2024,11,avito,1,0,0,0,0,0,0,1,1,0
https://www.avito.ma/fr/oasis/appartements/Appartement_de_77m_très_bien_placé_à_l_oasis_54094399.htm,2,2,77,75,2,17500,500,Casablanca,Oasis,apartment,2024,11,avito,1,1,1,1,1,1,0,1,1,1
https://www.avito.ma/fr/guéliz/appartements/Appartement_81_m²_avec_piscine_à_Gueliz_34378506.htm,2,1,81,81,3,769500,300,Marrakech,Guéliz,apartment,2024,11,avito,1,0,0,0,0,0,0,1,1,0
https://www.avito.ma/fr/diour_jamaa/appartements/Appartement_à_vendre_110_m²_à_Rabat_55699144.htm,3,2,110,110,2,1600000,200,Rabat,Diour Jamaa,apartment,2024,11,avito,1,1,0,0,0,0,0,1,0,0
https://www.avito.ma/fr/quartier_de_l'océan/appartements/Appt_142_m_bon_prix__55328478.htm,3,2,142,120,5,1420000,,Rabat,Quartier de l'Océan,apartment,2024,11,avito,1,1,0,0,1,1,0,1,0,1
https://www.avito.ma/fr/maarif/appartements/Studio_Haut_Standing_à_Maarif__55323714.htm,1,1,36,36,3,792000,300,Casablanca,Maarif,studio,2024,11,avito,1,1,0,1,0,1,0,1,1,0
https://www.avito.ma/fr/sidi_maarouf/appartements/Appartement_à_vendre_78_m²_à_Casablanca_52503643.htm,2,2,78,78,2,740000,,Casablanca,Sidi Maarouf,apartment,2024,11,avito,0,1,0,0,1,1,0,0,1,1
https://www.avito.ma/fr/maarif/appartements/Maarif_appartement_190m_à_vendre_55816393.htm,4,2,190,190,4,1100000,,Casablanca,Maarif,apartment,2024,11,avito,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/ain_sebaa/appartements/Appartement_à_vendre_neuf_à_ain_sebaa_55794069.htm,2,2,,85,2,11000,,Casablanca,Ain Sebaa,apartment,2024,11,avito,1,1,1,1,1,1,0,1,1,1
https://www.avito.ma/fr/guéliz/appartements/Appartement_81_m²_avec_piscine_à_gueliz_49187447.htm,2,1,81,81,5,769500,300,Marrakech,Guéliz,apartment,2024,11,avito,1,0,0,0,1,0,0,1,1,0
https://www.avito.ma/fr/autre_secteur/appartements/Appart_Contemporain_76_m²_à_Perla_Bouskoura_55755125.htm,2,2,76,76,3,760000,,Casablanca,Autre secteur,apartment,2024,11,avito,1,1,0,0,1,1,0,1,1,1
https://www.avito.ma/fr/bourgogne/appartements/CMN_AN_1582___Appartement_à_vendre_à_Bourgogne_55151751.htm,2,1,76,76,2,890000,,Casablanca,Bourgogne,apartment,2024,11,avito,1,1,0,0,0,0,0,1,0,1
